key,chi_squared,p_value
01100100,4.1,0.5390625
01100101,2.4555555555555557,0.84375
01100110,4.1,0.5390625
01100111,2.4555555555555557,0.84375
01101000,0.9888888888888889,1.0
01101001,2.4555555555555557,0.84375
01101010,5.78888888888889,0.328125
01101011,2.4555555555555557,0.84375
01101100,4.1,0.5390625
01101101,2.4555555555555557,0.84375
01101110,0.9888888888888889,1.0
01101111,3.5603174603174605,0.6328125
01110000,5.4714285714285715,0.4140625
01110001,6.1,0.2734375
01110010,0.9888888888888889,1.0
01110011,2.4555555555555557,0.84375
01110100,0.9888888888888889,1.0
01110101,4.5,0.4609375
01110110,0.9888888888888889,1.0
01110111,6.1,0.2734375
01111000,5.4714285714285715,0.4140625
01111001,3.5603174603174605,0.6328125
01111010,5.4714285714285715,0.4140625
01111011,3.5603174603174605,0.6328125
01111100,10.455555555555556,0.1796875
01111101,10.766666666666666,0.125
01111110,25.700000000000003,0.0625
01111111,64.9,0.0234375
10000000,64.9,0.0234375
10000001,25.700000000000003,0.0625
10000010,10.766666666666666,0.125
10000011,10.455555555555556,0.1796875
10000100,3.5603174603174605,0.6328125
10000101,5.4714285714285715,0.4140625
10000110,3.5603174603174605,0.6328125
10000111,5.4714285714285715,0.4140625
10001000,6.1,0.2734375
10001001,0.9888888888888889,1.0
10001010,4.5,0.4609375
10001011,0.9888888888888889,1.0
10001100,2.4555555555555557,0.84375
10001101,0.9888888888888889,1.0
10001110,6.1,0.2734375
10001111,5.4714285714285715,0.4140625
10010000,3.5603174603174605,0.6328125
10010001,0.9888888888888889,1.0
10010010,2.4555555555555557,0.84375
10010011,4.1,0.5390625
10010100,2.4555555555555557,0.84375
10010101,5.78888888888889,0.328125
10010110,2.4555555555555557,0.84375
10010111,0.9888888888888889,1.0
10011000,2.4555555555555557,0.84375
10011001,4.1,0.5390625
10011010,2.4555555555555557,0.84375
10011011,4.1,0.5390625
10011100,2.4555555555555557,0.84375
10011101,0.9888888888888889,1.0
10011110,3.5603174603174605,0.6328125
10011111,10.455555555555556,0.1796875
10100000,10.766666666666666,0.125
10100001,5.4714285714285715,0.4140625
10100010,4.5,0.4609375
10100011,0.9888888888888889,1.0
10100100,2.4555555555555557,0.84375
10100101,5.78888888888889,0.328125
10100110,2.4555555555555557,0.84375
10100111,0.9888888888888889,1.0
10101000,4.5,0.4609375
10101001,5.78888888888889,0.328125
10101010,14.1,0.078125
10101011,5.78888888888889,0.328125
10101100,2.4555555555555557,0.84375
10101101,5.78888888888889,0.328125
10101110,4.5,0.4609375
10101111,5.4714285714285715,0.4140625
10110000,3.5603174603174605,0.6328125
10110001,0.9888888888888889,1.0
10110010,2.4555555555555557,0.84375
10110011,4.1,0.5390625
10110100,2.4555555555555557,0.84375
10110101,5.78888888888889,0.328125
10110110,2.4555555555555557,0.84375
10110111,0.9888888888888889,1.0
10111000,6.1,0.2734375
10111001,0.9888888888888889,1.0
10111010,4.5,0.4609375
10111011,0.9888888888888889,1.0
10111100,3.5603174603174605,0.6328125
10111101,5.4714285714285715,0.4140625
10111110,10.766666666666666,0.125
10111111,25.700000000000003,0.0625
11000000,26.98888888888889,0.0390625
11000001,10.455555555555556,0.1796875
11000010,3.5603174603174605,0.6328125
11000011,6.6269841269841265,0.2265625
11000100,2.4555555555555557,0.84375
11000101,0.9888888888888889,1.0
11000110,2.4555555555555557,0.84375
11000111,7.388888888888889,0.203125
11001000,2.4555555555555557,0.84375
11001001,4.1,0.5390625
11001010,2.4555555555555557,0.84375
11001011,4.1,0.5390625
11001100,10.722222222222221,0.1328125
11001101,4.1,0.5390625
11001110,2.4555555555555557,0.84375
11001111,6.6269841269841265,0.2265625
11010000,3.5603174603174605,0.6328125
11010001,0.9888888888888889,1.0
11010010,2.4555555555555557,0.84375
11010011,4.1,0.5390625
11010100,2.4555555555555557,0.84375
11010101,5.78888888888889,0.328125
11010110,2.4555555555555557,0.84375
11010111,0.9888888888888889,1.0
11011000,2.4555555555555557,0.84375
11011001,4.1,0.5390625
11011010,2.4555555555555557,0.84375
11011011,4.1,0.5390625
11011100,2.4555555555555557,0.84375
11011101,0.9888888888888889,1.0
11011110,3.5603174603174605,0.6328125
11011111,10.455555555555556,0.1796875
11100000,13.166666666666666,0.09375
11100001,5.4714285714285715,0.4140625
11100010,6.1,0.2734375
11100011,7.388888888888889,0.203125
11100100,2.4555555555555557,0.84375
11100101,0.9888888888888889,1.0
11100110,2.4555555555555557,0.84375
11100111,7.388888888888889,0.203125
11101000,6.1,0.2734375
11101001,0.9888888888888889,1.0
11101010,4.5,0.4609375
11101011,0.9888888888888889,1.0
11101100,2.4555555555555557,0.84375
11101101,0.9888888888888889,1.0
11101110,6.1,0.2734375
11101111,5.4714285714285715,0.4140625
11110000,18.785714285714285,0.0703125
11110001,5.4714285714285715,0.4140625
11110010,3.5603174603174605,0.6328125
11110011,6.6269841269841265,0.2265625
11110100,3.5603174603174605,0.6328125
11110101,5.4714285714285715,0.4140625
11110110,3.5603174603174605,0.6328125
11110111,5.4714285714285715,0.4140625
11111000,13.166666666666666,0.09375
11111001,10.455555555555556,0.1796875
11111010,10.766666666666666,0.125
11111011,10.455555555555556,0.1796875
11111100,26.98888888888889,0.0390625
11111101,25.700000000000003,0.0625
11111110,64.9,0.0234375
11111111,130.5,0.0078125
